Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,Five Stars,"November 2, 2016",Yes,Both of our pups love these!,0
5.0,Five Stars,"October 2, 2015",Yes,Smells amazing!!!!  Dogs are definitely scratching less even after a week.  Love it!,0
4.0,smells good. don't know how effective it is because i ...,"May 12, 2015",Yes,"smells good. don't know how effective it is because i only used it one time, but it was on a cat and it went well, so i'm going to say good things.",0
5.0,Shea butter a great plus,"April 9, 2016",Yes,Nice shampoo mild for dogs with sensitive skin the addition of Shea butter is a great plus.,0
5.0,Five Stars,"August 5, 2015",Yes,Very good. My dog has very sensitive skin and this shampoo worked very well for him.,0
4.0,Four Stars,"December 26, 2016",Yes,fun to watch the birds,0
5.0,Five Stars,"August 27, 2015",Yes,Very pleased with product; very pleasant smell.  Delivered quickly!,0
5.0,Five Stars,"June 5, 2016",Yes,Love seeing all the birds. It only took about 2 days for them to find it!,0
5.0,easy to attach to window,"April 7, 2015",Yes,well built........easy to attach to window.........easy to add bird seed......easy to clean.......good visability............I have two- one in each window,0
5.0,Five Stars,"May 3, 2016",Yes,Very nice not heavy,1
5.0,Overall v.good,"July 22, 2015",Yes,Satified,0
5.0,Five Stars,"October 14, 2015",Yes,Our dogs love it,0
4.0,Four Stars,"August 3, 2016",Yes,ok,0
5.0,I bought this shampoo for my grandpuppy in Texas; ...,"March 13, 2017",Yes,I bought this shampoo for my grandpuppy in Texas; she has allergies and itchy skin.  My son said it worked wonders on her; no itchy skin and dry patches are almost gone.  Thank you!,2
5.0,Nice clean fragrance,"September 7, 2016",Yes,Works well. Nice clean fragrance.,0
5.0,This is very nice quality. Itr hangs up beautifully and is going ...,"September 8, 2014",Yes,"This is very nice quality.  Itr hangs up beautifully and is going to be a great deal of fun once I get the chickadees and tufted titmice to figure out where it is.  I've only had it up a couple of days now, and the goldfinches have found it, but I have peanuts in it for the other two mentioned.  It arrived very quickly though, and is a great feeder.",0
5.0,For now I am very pleased with my results so far and I would highly ...,"October 17, 2015",Yes,"Although I have only had this product for a few weeks I can honestly say it has really improved my German Shepards itching and shedding. He looks forward to his two pills every morning (he thinks they are treats). I am hoping these pills will help to reduce his fatty deposits, time will tell. For now I am very pleased with my results so far and I would highly recommend!",0
4.0,"Good product, best used in conjunction with daily conditioning sprays","April 21, 2015",Yes,Solid product. It has definitely helped our dog although I'm not sure yet how long it lasts.,1
4.0,Four Stars,"June 1, 2015",Yes,Very light,0
4.0,Four Stars,"May 11, 2015",Yes,very nice gentle smell!,0
5.0,Five Stars,"February 27, 2016",Yes,I put it on a second story window and had an abundance of birds the first day!,0
4.0,but sturdy. The rubber non-slip ring around the bottom is ...,"February 16, 2016",Yes,"Bowls are lightweight, but sturdy.  The rubber non-slip ring around the bottom is great.  The bowls are perfect for food, but the way they're made doesn't hold much water.  I'm taking one star off because it doesn't hold the 32 ounces advertised.",2
5.0,birds love,"February 20, 2015",Yes,"very well built, sticks to the window, and even holds squirrles, birds love it",0
5.0,Thunderpaws provides great service!,"September 2, 2015",Yes,Great service and dogs love them! Waiting to see if they are as effective as liquid fish oil products.,0
4.0,Four Stars,"July 24, 2015",Yes,Only used it 1 time and it appears to work as advertised,0
5.0,Satisfied!,"January 18, 2016",Yes,Just as described!,1
5.0,Five Stars,"January 13, 2016",Yes,"The squirrels love it, but it took awhile for the birds to return. All is well now!",0
5.0,A Winner!,"June 8, 2015",Yes,My dog loves this treat. A great size for training. I would recommend and purchase again.,0
5.0,Five Stars,"January 10, 2015",Yes,"Small, but works well.  And no squirrels to worry about.",0
3.0,Three Stars,"March 16, 2015",Yes,"The birdfeeder is smaller than expected for the price but, it will do the job.",1
5.0,Five Stars,"June 6, 2015",Yes,"I received the product promptly.  Bebe, my Mom's dog (Ubiquitous Yellow Dog) really loves the treats.",0
5.0,Five Stars,"December 25, 2015",Yes,Great feeder ... works as expected and easy to install.,0
5.0,Well made and a terrific design. The removable drawer makes things very easy,"January 22, 2016",Yes,Well made and a terrific design.  The removable drawer makes things very easy!,0
5.0,Five Stars,"March 27, 2016",Yes,The Birds like it and so do we like watching them !,0
5.0,... fur seems softer and he appears to be feeling better,"November 9, 2015",Yes,My dogs fur seems softer and he appears to be feeling better,0
5.0,Five Stars,"March 26, 2015",Yes,It smells great and leaves my Maltese poodle looking fabulous!,0
5.0,My dogs love them. Great value and no grains,"July 11, 2015",Yes,My dogs love them.  Great value and no grains!,0
5.0,As promised,"May 24, 2016",Yes,Works perfectly!,0
5.0,Five Stars,"December 4, 2015",Yes,Good product. Arrived quickly. Attracting lots of birds and NO squirrels.,0
4.0,it is fine. It doesn't seem to do much to control ...,"January 28, 2015",Yes,"We are batting fleas because we have a farm and the weather has been warm. We don't want to keep using chemicals on the dogs so we tried this..As a shampoo, it is fine. It doesn't seem to do much to control fleas. The dogs don't mind it on their faces.",1
5.0,High quality feeder,"May 4, 2016",Yes,"Easy to assemble.  Appears sturdy and well made.  Suction cups are holding well.  Really enjoy the many variety of birds that come to the feeder and watching them ""close up and personal"".  Sunflower seeds attract many variety of birds.  I am considering purchasing another one.",0
1.0,No birds,"September 19, 2016",Yes,"I bought this for my window, and had a lot of trouble attaching it (I'm on the third floor so multiple attempts were especially difficult). The overhang in no way protects the seed from rain (oh well) which means I have to constantly change the seed. Birds also don't seem at all interested in visiting this birdfeeder, perhaps because it is clear. Overall, kind of useless. I will update if/when birds actually start using it... but it's the third week",0
5.0,it's great,"July 12, 2015",Yes,"I love this window feeder. It holds nicely. The rubber things on the edges don't stay, but oh well, I don't care and I don't think the birds do either. My favorite part of this feeder is being able to remove the tray to clean it without having to mess with the secured suction cups.",0
4.0,Four Stars,"January 14, 2016",Yes,Was a gift,0
5.0,Five Stars,"July 10, 2015",Yes,Great for training!!,0
5.0,I'd Buy This Again,"February 14, 2016",Yes,"My wife bought this for her home office window and it is easy to put up, and the fact that the tray comes OUT so you can refill and clean it without taking the suction cups off is THE reason she chose this particular one. It makes it so much easier. However, the birds still haven't found it yet! Fingers crossed!",1
5.0,Five Stars,"June 17, 2016",Yes,Yed,0
5.0,The bird feeder it self is GREAT. The birds on the other hand,"February 5, 2016",Yes,"Took a while for the birds to come, which may have been partly due to my cats being right at aye level of the feeder. Eye guess once the birds realized my 3 cats were no threat, they started coming. Eye really think my 3 cats find them to be more entertaing than eye do.",0
5.0,Great quality!,"June 14, 2016",Yes,This bird feeder had all of the features I wanted - they really put a lot of thought into design compared to others I looked at. But the reason I decided to write a review is the durability - we've had a lot of very bad storms here in the past months and that bird feeder is still hanging on strong - impressed!,0
3.0,The water spills too easily when I carry it from the sink,"February 10, 2016",Yes,"The water spills too easily when I carry it from the sink.  It is very light.  I like that it is easy to clean and non-breakable.  I had larger dog food dishes that were cute, but they were porcelain and one cracked.",1
5.0,Will buy again,"July 19, 2015",Yes,We love it!! Fast delivery! Great smell!! Happy,0
5.0,It works great on getting the really fine fur when they are shedding,"August 6, 2018",Yes,I love it I use to use it on my other dog before he was killed now that I have a new dog I intend to use it on him.,1
5.0,Five Stars,"January 20, 2015",Yes,Very happy with this feeder.,0
5.0,Wonderful Shampoo,"June 9, 2015",Yes,What a great shampoo. Very pleased.,0
5.0,Love this feeder and so entertaining for my cat,"December 26, 2015",Yes,"Love this feeder and so entertaining for my cat, but he can't get the birds. It took awhile for the birds to find it, but so nice and easy to refill. Living in Northern Michigan can be a pain keeping the feeders full, but now I know the birds won't go hungry and I won't need to wade in the snow.  I just lift window for access to feeder and remove tray, fill and replace.",0
5.0,"Very nice, but alas","December 30, 2016",Yes,"Very nice, but alas, I situated the feeder too close to the screened half of double glass sliding doors, and OF COURSE it didn't take long for an ambitious squirrel to scramble up the screen and reach just far enough to grab some seed.  Then of course the squirrel leapt onto the little feeder, causing it to crash to the ground.  Unfortunately one of the ""lips"" for  attaching the feeder to the back section broke, so that was it.  It was not cheap, so I won't be replacing it right away.  Anyhow, a lesson learned on my part!",0
2.0,It's for the birds...,"April 25, 2016",Yes,"I'm disappointed that the suction cups don't seem able to hold the feeder in place. I had a similar product that wore out from overuse, sun exposure and freezing temperatures. This unit won't stay up long enough to attract birds for my cat's entertainment.",0
5.0,It had been a great extension activity for my preschoolers learning bird identification,"May 23, 2016",Yes,"The birds frequent our feeder, many types! They started coming withing about two days after putting it up. We attached it to our sun room. It had been a great extension activity for my preschoolers learning bird identification.",0
5.0,"My birds want more than my existing birdfeeder offers, ...","December 29, 2015",Yes,"My birds want more than my existing birdfeeder offers, so I purchased this to offer a 2nd site. It took several days for them to notice, but now it's a real hotspot! Have had it up 4 weeks with no issues whatsoever.",0
3.0,Smells GOOD!,"October 27, 2015",Yes,Works okay on my GSD puppy so far... Have to be sure to rinse well! Smells good too.,10
5.0,... in the mail within two days and they look great. A little on the large side for a ...,"April 20, 2016",Yes,"Received these in the mail within two days and they look great. A little on the large side for a puppy, but he'll grow into them. I've heard that the rubber bottoms are essential for puppies, so that they don't push the bowls around the floor or chew them up, like they do with plastic bowls. Haven't gotten the chance to test them out yet, but will likely post an update in the future.",1
5.0,Best Christmas present of the season.,"February 7, 2016",Yes,So awesome!!  My aunt bought one too.  I posted on Facebook as I liked it so much.  My 8 yr old has a great time watching the birds and documenting the various kinds that we see.,0
1.0,Product Not for Cats,"September 1, 2017",Yes,"Hugh pills impossible to use for my two grown cats. Unable to grind down into powder fine enough to try to put in wet cat food. Perhaps it might work if sold as powder or liquid. Will try to return this product, Thunder Paws skin and coat fatty acids MSN &amp; vitamins ""chewable"" tablets.",0
5.0,Birds love it...,"August 6, 2017",Yes,this is the best feeder I have.  its on a large window and squirrels can't get to it.  just big enough.  attracts birds not too big to eatup all the seeds.,0
5.0,I think maybe it's missing a part because mine can't ...,"August 15, 2017",Yes,I think maybe it's missing a part because mine can't be put together.  I'll have to wait for a friend to come take a look to be sure this weekend.,0
5.0,GREAT FOR THE BIRDIES....FUN FOR US,"June 5, 2015",Yes,Great product...lots of fun for the whole family.We've really been enjoying it !,1
5.0,Cat attraction (safe).,"March 12, 2018",Yes,It took quite a while for the birds to find it but now my cat loves watching for them.  She chatters to let me know.,0
1.0,total waste of money,"November 8, 2015",Yes,"Broke before we could ever use it, total waste of money!",1
5.0,Love it! My baby bear looks squeaky clean and ...,"May 4, 2016",Yes,"Love it! My baby bear looks squeaky clean and smells nice. He has very sensitive skin and I used to have to use medicated shampoos, which was expensive. When I looked for a shampoo to buy him I wanted it to be soothing to the skin. It does the trick. Well done and great price.",0
5.0,Great Product,"February 15, 2016",Yes,Perfect for my window - just where the cat porch sits!!!  Now to get the cat to sit on the porch!!!,0
5.0,Five Stars,"June 5, 2015",Yes,We and the cats are enjoying this feeder.,1
4.0,GREAT COMPANY,"August 14, 2016",Yes,"My cat's not crazy about it, but day by day seems to like it a little better. I break it up into her food.",0
5.0,Easy to hang and great size for watching birds at ...,"July 8, 2015",Yes,Easy to hang and great size for watching birds at ones window.  A removable tray for adding food is what I needed.  The previous two window feeders I purchased  had to take the feeder off the window to add seeds and to dump out seed hulls.,1
5.0,Great bowl,"November 20, 2016",Yes,Great bowl for my golden retrievers,0
5.0,Excellent bird feeder,"January 25, 2016",Yes,"This feeder has all the features you need. The suction cups are strong and easy to install. The tray that holds the seeds is super easy to remove for refilling and cleaning. I've had several window feeders, and this is definitely the best",0
5.0,Five Stars,"October 11, 2015",Yes,My dogs skin loves it!,0
5.0,Five Stars,"December 28, 2017",Yes,Good quality,0
5.0,Love the see through feeder!,"July 1, 2015",Yes,Awesome little feeder!  Wish the birds would see it!!,1
5.0,Five Stars,"January 26, 2017",Yes,great value,0
5.0,Five Stars,"July 17, 2016",Yes,very nice,0
1.0,None of the reviews have to do with bark device,"December 2, 2018",No,Why is it that none of the over 1000 reviews has to do with the bark device,15
5.0,I'd like to say that he loves them but he'd eat ...,"September 30, 2017",Yes,I bought these for my Golden Retriever. I'd like to say that he loves them but he'd eat kibble off the dirt so his opinion doesn't really matter. I like how the bowls are matching and don't slide around even when my 90 lbs dog attacks his food.,0
5.0,Best bang for your buck.,"September 2, 2016",Yes,The best Bowls PERIOD.,0
5.0,Five Stars,"February 12, 2017",Yes,Thanks,0
1.0,Had the leash less than a week and it separated ...,"January 21, 2018",Yes,Had the leash less than a week and it separated at the the handle closest to the dog. Our dog didn't even pull that hard but we pulled it apart and took off. Not impressed with the quality.,0
5.0,Five Stars,"July 21, 2017",Yes,Thumbs up,0
1.0,One Star,"April 2, 2017",Yes,"My dog won't eat these, they are dried up little chunks of liver.  Save your money.",0
5.0,Great bowls,"March 25, 2017",Yes,Love it!,0
5.0,Great buy,"January 25, 2016",Yes,"Love it! Lots of birds, up close, easy to refill, and no squirrels.",0
5.0,Five Stars,"April 27, 2016",Yes,Good,0
5.0,Great feeder for the window,"February 24, 2016",Yes,Works great! I had birds come to it within a week of hanging it on the window. It's design makes it very easy to refill with seeds. I bought a second one for my sister-in law.,0
5.0,Everything we wanted in a window feeder,"February 6, 2016",Yes,"It's perfect. The suction cups are large and strong, and the removable tray makes refilling very easy. Compared to our last window feeder, this one is a dream.",0
1.0,Did not like the product,"May 29, 2017",Yes,"Did not work at all.  Did not like the product, ordered a different shampoo 2 weeks later.  Did not have time to mess with returning it.",0
5.0,just what I wanted,"January 11, 2017",Yes,"Good value,",0
5.0,Five Stars,"January 30, 2016",Yes,fun to watch the birds,0
5.0,Five Stars,"November 23, 2016",Yes,Nice bowls.,0
1.0,Dogs wouldn't eat.,"September 3, 2016",Yes,Neither of my dogs would go near these.  I returned them.,0
5.0,Ordered,"December 10, 2016",Yes,Good,0
5.0,Perfect. Just as advertised and exactly what's we wanted ...,"January 27, 2016",Yes,Perfect.  Just as advertised and exactly what's we wanted and expected.,0
5.0,Five Stars,"March 23, 2017",Yes,Cant test these apart,0
5.0,Five Stars,"March 9, 2016",Yes,Great bowls,0
1.0,Be careful !!!,"December 2, 2017",Yes,I was just walking my dog and then boom ! Leash just snapped off and guess what a dogs first response is. Yeah to just run and explore. Not a good thing especially when your walking them next to a really busy street With 3 lanes on each side. Luckily he got distracted and was able to catch him. Do not get this leash yeah it’s nice but don’t risk it. Do it for your furry friend that loves you. Spend the extra bucks for a clip that locks on their good. Would not recommend !,1
5.0,Five Stars,"February 8, 2016",Yes,Birds have already started eating out of it!,0
5.0,Five Stars,"March 24, 2016",Yes,Love it,0
5.0,Five Stars,"March 9, 2016",Yes,Great bowls!,0
5.0,Five Stars,"February 29, 2016",Yes,Love it!,0
1.0,Broke after less than a month,"October 10, 2017",Yes,"Loved the leash but unfortunately it snapped out of nowhere after less than a month of use. Luckily we were able to grab our dog quick enough, but I'm very disappointed that I have to shop for a new leash so soon",1
1.0,One Star,"December 25, 2014",Yes,Arrived broken,1
4.0,AWFU,"April 18, 2015",Yes,AWFULLY GOOD,0
3.0,Three Stars,"November 24, 2014",Yes,No birds yet.,1
5.0,Five Stars,"August 21, 2016",No,It looks like it will work well!,26
3.0,The Search Goes On,"April 8, 2015",Yes,"Got this shampoo a couple months back because my dog has been itching herself like crazy and I was trying to figure out a solution at least reduce her itching constantly (had her for over a year and a half so I know this isn't just something she does).  Right off the bat when receiving bottle, there was shampoo all over the container and in the box, luckily it didn't get on the other things that were packaged with it since they were in sealed bags.  My issue with the shipping is not based off the shampoo product itself, that is a shipping issue from the seller so this rating I'm given it is reflecting the product itself, just not happy with the packaging (some people use a shipping issue as a product review which is not a good practice when you're doing a product review).  Me giving it at least 3 stars comes from strictly how great the product smells and it seems to make a good lather when using it.  The main issue I had with this product is that it is designed to help eliminate itchy and dry skin.  This product had absolutely no effect on reducing my dogs itching.  She was good for alittle bit after her bath but it returned to same way the next day.  Just to be clear, there was small skin flakes so this isn't a bug or flea issue. I will continue to research and look for products until I can find a solution to the problem but this wasn't it unfortunately.",3
2.0,This tool does NOT work well at all for long ...,"July 12, 2017",Yes,"This tool does NOT work well at all for long haired dogs, or my long hair cat.. it also doesn't even reach the undercoat of my long haired dog to get the old fur out. Had to purchase another tool. Only works on my shorthaired dog and she's not even the one that needed it..",0
5.0,Love the product!,"December 23, 2015",No,Came completely as described. This is the second feeder I've purchased since they are such a cool gift idea! Great customer service as well which I really appreciate.,23
1.0,Wrong reviews,"December 10, 2018",No,Will not purchase without a valid review for the correct product.,8
5.0,clean and happy pup,"April 11, 2015",No,"I saw an offer on this shampoo just as we ran out of the last bottle of dog shampoo. I like the light fragrance, it's not to strong and doesn't make my dog smell weird! (We once had one that made him smell like pina colada right after a bath... of course it didn't last long.) His coat was nice and soft and shiny after using this shampoo, so no complaints. I also love that it's made in the USA. Not only are we supporting our own economy, I don't have to worry about the substandard quality many imported pet products have. My dog seems to be scratching less too, which I'm crediting to this shampoo's skin conditioning since we know he didn't/doesn't have fleas. All said, I would recommend this shampoo to anyone!",12
5.0,Great quality bowls.  Love that it comes in a set of two.,"April 13, 2016",No,"Bottom Line Up Front:  These are great large dog bowls that I would recommend getting for you dog.  It is nice that this comes in a set of two so one of the bowls can be used for food and the other can be used for water...I wanted to get another food bowl for my dog.  His food bowl was getting all gross and although I have cleaned it a couple of times, it was just time to replace it.  I saw this set and decided to give it a try.  The following are my thoughts regarding this product:..**Pros.1.  Quality -  These are very well made bowls and it is nice that it is made out of stainless steel.  My dog's bowl was made out of ceramic and I already saw some cracking in the bowl.  At least with the construction of this bowl, I will not have to worry about that..2. Design - The design is very simple and clean.  It is also nice that there is a rubber at the bottom of the bowl that prevents it from skidding all over the place.  At least with these bowls, once I sent them down, they do not slide when my dog is eating his food..3. Quantity - Although I was only looking for one bowl, it is nice that this came with two. Not realizing it but it is nice to have the same style bowl for both my dog's water and food...**Cons.1.  Size - The only con that I would say with this product that is worth mentioning is that it does have a wide base.  With a wide base, it does take up a bit of floor space.  If you are looking for something that is compact, this may not be for you.  However, if you do not have a problem with this, these bowls will be perfect for you...Disclaimer: I did receive this product at a discount but this in no way influenced my review of this product...Please indicate if this review was helpful.",5
3.0,Backup shampoo only,"June 23, 2015",Yes,Smell nice..However not as effective as my dog continues to scratch right after bath :(.Have to alternate this shampoo with more expensive but effective Aloveen oatmeal shampoo.,0
1.0,COMPANY: GET UR PRODUCT AD STRAIGHT.,"January 4, 2019",No,"I’m viewing the anti-bark birdhouse and ALL of the comments, questions and reviews are for the Furminator or dogbowls, etc. WTH?",5
3.0,"Nice, but it didn't work","May 7, 2015",Yes,"Seems like a nice shampoo but maybe because my dog's dandruf condition is too severe, it didn't do anything for her.  I assumed that there was aloe vera in the shampoo but, if I am correct, it said 'aloe vera scent' not 'gel.'  I donated the remainder of the shampoo to my shelter.  Perhaps it will help another dog there.",2
2.0,My dog has itchy and dry skin so this seemed like a good choice,"July 30, 2015",Yes,"I didn't care for this shampoo. My dog has itchy and dry skin so this seemed like a good choice. However, it didn't help at all plus I'm not a fan of the scent. It's not terrible but I wouldn't buy again and it's definitely not worth the price",0
3.0,"It's okay, but not my favorite","June 30, 2015",Yes,It's okay but not crazy about the smell and it doesn't help with itchy skin. I found another brand that works better on all counts,0
5.0,Thanks!,"December 29, 2014",No,It arrived on time and she loved it!,24
5.0,With these you can teach an old dog new tricks!,"July 5, 2015",No,These treats are not exactly what I was expecting when I ordered them but they are fantastic for training my dog. Usually when I buy treats they come in a bag like this but the bag is either fat and heavy with lots of treats or super skinny with very few treats in it. I was expecting a fairly heavy bag for so many treats. I should have paid more attention to the fact that these are freeze dried because if you've ever tried astronaut food you know that freeze dried food is extremely light weight yet at the same time you can get a lot in a small amount of space. These treats are no exception. When you are holding them it feels like little more than air. The whole bag is thin and light but there are lots of treats inside that my dog goes crazy for. When I first opened the package he was practically climbing over me to get into my lap for a treat since he could smell the flavor. When I told him to sit he obeyed right away. My dog is older so he knows the basic commands but for some reason when my family trained him all those years ago we forgot to teach him to stand back up after sitting for a treat. I thought it was a lost cause to teach him anything new since he is quite stuck in his ways and as they say you can't teach an old dog new tricks but it turns out with these you can. We still have some work to do to get the lesson to stick but with these treats as an incentive my dog is the most willing student...Note: Product purchased at a discount in exchange for an honest review.,4
5.0,BEST. STUFF. EVER.,"January 5, 2017",No,"I can't begin to tell you how awesome this product is! We have two rescue cats - one is a male Sealpoint Siamese (named Otis) with thick, dense fur and the other is a female Snowshoe Sealpoint Siamese (named Ziva) whose fur is longer and softer, like hair. We started to notice that Otis was getting dandruff and no matter how often we brushed him, his fur felt dry. They both eat high-quality dry food (RC Siamese Breed Health) and get canned wet food daily. I read that adding fish oil to their diets could help the dry fur/dandruff situation. After researching the options, I decided I did not want to deal with the smelly and messy liquid fish oils and tried these tablets...MY CATS LOVE THESE!! We give a half a tablet to each of them daily and they gobble them up as if they are kitty crack. We've seen a HUGE difference in Otis's fur (took about  7-10 days). The dandruff is no more and his thick coat is soft and shiny. Ziva already had a gorgeous coat but these supplements have made her fur feel like mink. Sooooo soft! HIGHLY recommend!",1
5.0,Oatmeal Shampoo,"March 27, 2015",No,"I finally got around to trying out this product after finishing up previous shampoo for my furbabies. I have two all white dogs, so I am always on the look out for new shampoos that can maintain their white coats. I usually go with blue shampoos, but my groomers always seem to use oatmeal based shampoos, so I decided to give this brand a try...Scent: Holy Moly. Upon opening this bottle it was like opening up an oven with fresh baked, sugary oatmeal cookies. The scent is initially very intense, but doesn't maintain the strong scent after rinsing..Cleaning Ability: The lather was easy to obtain to achieve a good, clean coat. It left my dogs hair very soft and smooth. It didn't irritate my dogs skin and it made brushing easy...Even though it is a bit outside my normal price range, I would definitely purchase again in the future. This is a great quality product for those looking to treat your pets to a luxury bathing experience.",4
1.0,Itch Shampoo,"April 7, 2015",Yes,"This shampoo made my dog even itchier..After a bath, my dog is pretty itch-free, but this shampoo kept me up all night with my dog's scratching...My dog is a bully type dog with white fur and pink skin.  He's sensitive to plant oils and needs to be bathed at least once a week..I'm always on the look out for products that will help soothe his itchy skin..This most definitely was not it...Also, the label weirdly got sticky once it was wet.  Which is pretty much anytime you use it.",4
5.0,"Smells great, no itchiness!","October 26, 2016",No,"I just used this shampoo on our two lab mixes.  It smells great, just like a light scent of maybe coconut or vanilla, but not overpowering.  Remember back in the day when all dog shampoos had that awful wet-dog smell?  Thank god there are companies that have started making dog shampoos that actually smell like something you want your dog to smell like...One of our dogs had itchy skin when we brought her home from the shelter.  I thought it might just be dirt/fleas/something from the shelter, so I bathed her with some main-brand dog shampoo that I already had in the house, but she was still itchy for days afterward.  I bought a different all natural itch-free dog shampoo on Amazon, and it really worked.  But I don't want to be pigeonholed into just one brand, so I figured I'd try this brand, too...This shampoo is just as good.  It's a light oatmeal color, rather than the artificial nearly fluorescent pinks, blues, or oranges of some of the other major-brand shampoos.  The fragrance is nice, light, and natural-smelling.  I'm sure the lack of dyes and heavy fragrances makes a big difference in cutting down on itchiness.  The dogs obviously liked the smell, too, since one of them started trying to lick it off while I was scrubbing her.  :)  After the bath, their fur was soft and fluffy, and no itchiness from either of them!",0
5.0,Lightweight and good quality,"June 7, 2016",No,"My boyfriend and I love bird watching. It's summer and we have a small garden that is visited by many cute birds. I wish they would linger longer so I'm so glad I got this window bird feeder. I love how I can securely attach the feeder to any window - the suction cups are pretty heavy duty and definitely can hold up quite a bit! I wish it came with 2 extra suction cups just in case. This feeder comes with a green rubber perch to mimic tree branches, which is a cute feature and does seem to attract birds. It's perfect for the summer but if you live in a rainy area, I'd recommend getting something with drain holes in both the main feeder and removable tray. I can drill holes in there easily though. That would also keep the seed from staying wet and growing mold.This tray is easy to fill up with bird seed and place inside the feeder...This durable and lightweight window bird feeder is built with high quality premium acrylic. I don't like seeing metal because it rusts and acrylic allows me to see the birds eating which is so fun. I just squeal with delight every time I see them eat. This unit comes with a nice removable feed tray, which makes it so easy to clean or refill the bird feeder. In regards to cleaning, I usually just handwash it because it's so simple and haven't encountered any mold yet. I haven't tried putting in the dishwasher yet so I can't speak to whether it is dishwasher safe. Simple installation/cleaning instructions provided right on the packaging. I'm not the handiest person and I was able to put it together easily...For full disclosure, I received this item at a discounted price or for free in return for my honest and unbiased review after using the product. I am not influenced by the seller to leave a review other than what I honestly believe it should receive. I hope that you have found this review helpful and feel free to ask any questions. I will do my best to answer them.",0
5.0,"Best shampoo for my dog with sensitive, dry skin","July 2, 2016",No,"After thinking my dog had fleas but not finding anything more than flaky dry skin I decided to give this Oatmeal Dog Shampoo &amp; Conditioner with Aloe Vera and Shea to relieve Dry Itchy Skin from Omega Pet a try...After thoroughly lathering my dog, scrubbing her up good and rinsing extra well, I towel dried her and gave her a good brushing. I noticed right away how nice and soft as well as shiny her coat was with just 1 bath. I think she was almost instantly less itchy and more comfortable. I plan to give her a bath once a week with this so we might be able to get her skin under control...I really like that there are no harsh chemicals or ingredients in this product, as well as no strong scent. She's had no adverse reactions and smells nice and clean. I do notice a difference with her itching and she's itching far less than she has in weeks. That to me is the best possible outcome I could ask when trying something new for my dog. I'm so happy this has made such a difference for her after just a couple of baths...I would highly recommend this to anyone looking for relief for their dog, from very itchy skin. This works great and my dog is so much happier...*Iu received this product at a discount for my honest and unbiased review. The discount has not influenced or impacted my judgement of this product. I take this seriously and include my own opinion experience with each product. I am in no way required by the seller to leave positive remarks about their product",0
1.0,Anti barking device...,"January 8, 2019",No,"SO, it looks like the seller is using good reviews from previous pet items to make the anti barking device look good. Now there's a red flag. Make sure you read some reviews before you purchase on Amazon!",2
5.0,"Great leash due to the second handle, which is well padded, and the clip, which is great for a clicker, bags, keys, etc.","November 28, 2017",No,"I've to an 80 pound pit bull who, by nature, is a puller.  He's also not happy with skateboards and scooters here in NYC, which means walking him is tough work...With this leash, while it is still tough work, it is easier than with a standard leash.  This second handle allows me to keep my dog closer, i.e., on a short leash, when necessary.  Unlike others I've tried, this is not a strap, but a fully padded second handle that is as comfortable as the first.  It starts about 1 foot from the clip and is several inches long...The metal clip by the main handle is great - I've got a clicker and my house key clipped on it.  While I keep my bags in a treat pouch, a bag container  would fit on this clip just fine...This is my leash of choice for my puller.",0
5.0,I was amazed at how it leaves his coat so soft!,"June 29, 2016",No,"I am in love with this Dog Shampoo by OmegaPet - probably not as much as my dog is though.  We have a Feist Terrier/Jack Russell mix - a crazy dog that loves to run outside in the rain and get muddy.  So he needs a bath more often than we can give him one as most shampoos we have used are very drying to his already dry skin.  He doesn't have fleas but he often scratches because his skin is so dry...I saw an immediate difference in just ONE use of this shampoo.  Its' all natural - made of Oat Extract, Shea Butter and Aloe Vera - all ingredients known to be moisturizing.  The scent is very pleasant - he didn't just smell like wet dog!  It lathered good and rinsed easily.  And I was amazed at how it leaves his coat so soft!  He has very short, coarse, white hair and the first thing I noticed after his bath was how SOFT his hair is.  I know if it leaves his hair that soft it has to be moisturizing his skin as well.  I have not seen him scratching as much this week...I like the fact that it is made in the USA - which always means higher quality ingredients to me.  I would highly recommend this shampoo to anyone with any type of dog...I did purchase this product at discount for an honest review and this is my 100% unbiased opinion, solely based on MY experience with it.",0
5.0,Holy vanilla and hello soothed tchy skin!,"October 20, 2016",No,"I wanted to wait a few more days to write a review but the way it's ALREADY helped my dog, I decided to start one now. I have a shih tzu and I swear since the day I got him, he has had skin issues (he will be 6 this month). Heres a little background....This past year it has been his armpits that have been giving him hell and just a few months ago I found a product that really helps. After so many days, he needs a bath or else its like applying ointment to an unclean wound. This boy licks and licks all day everyday. I bought a soothing shampoo but every time I bathed him I would need to hold him until he dried so not to mess with the hot spots. With this shampoo from OmegaPet, I swear he licked once right after his bath and hasn't since. It's a freakin miracle and holy vanilla he smells like I had him groomed at a doggy spa...My one and only ""complaint"" is it seemed like I had to use quite a bit because it's a very thick lather. However I will try again and see if it was just me...It smells wonderful and seems to be soothing his skin. I will update in the near future!",0
