,article_title
4634,california claims pg&e falsified gas safety records
4635,top wynn resorts executive to leave
4636,possible drone collision renews focus on safety systems
4637,state and local investment gets lift from rising revenues
4638,pushback derails company that thrived on patent lawsuits
4639,"global week ahead: u.s. trade data, home sales, federal reserve meeting"
4640,glencore-controlled miner to be fined by canadian authorities over congo ops
4641,the 'fortnite' dance move that spawned a lawsuit
4642,boeing flies close to trade tussle with new facility in china
4643,animated spider-man breathes life into holiday-season box office
4644,trump: 'incredible' that fed is considering another rate increase
4645,hq trivia co-founder dies of apparent drug overdose
4646,slower overseas growth fans worries on u.s. expansion
4647,fed faces communication challenge on rates
4648,readers react to wsj's article on ge's decline
4649,google details major new york expansion
4650,"netflix hires former abc entertainment boss, stepping up rivalry"
4651,trump administration blocks tax break for alcohol companies
4652,j&j slammed by concern over baby powder safety
4653,kroger's longtime finance chief to depart next year
4654,whirlpool ceo named board chairman
4655,how to get employees to give more to charity
4656,when couples retire---and then start a business
4657,robot vacuums are finally good---here's which one to buy
4658,"amazon targets unprofitable items, with a sharper focus on the bottom line"
4659,the fall of the house of ghosn
4660,u.s. housing starts grew in november
4661,u.s. prepares more payments to trade-hit farmers
4662,"as fed begins meeting, trump again calls for no rate increase"
4663,facebook's sandberg vows action following reports of russian interference
4664,darden says diners are trading up amid strong labor market
4665,"rice brothers seek ceo post, board shakeup at eqt"
4666,conagra finds new buyer for wesson
4667,japan to buy 105 more f-35 fighters
4668,oracle revenue flat as push to bolster cloud business continues
4669,elon musk's new boring co. faced questions over spacex financial ties
4670,t-mobile takeover of sprint clears u.s. security panel
4671,former cbs chief moonves won't get $120 million severance payment
4672,how scammers in china manipulate amazon
4673,let the good times…stay a little longer?
4674,fedex starts buyout program as express struggles
4675,cvs urges judge not to halt integration of aetna
4676,elon musk's spacex is raising $500 million in funding
4677,fight brews in houston's port over energy exports
4678,boeing faces escalating feud with lion air over plane crash
4679,inside musk's tunnel to fix 'soul-destroying' traffic
4680,the loneliest job in a tight labor market
4681,smaller fed moves have bigger market impacts
4682,softbank unit shares open below ipo price---then drop 8%
4683,"with a pinch of innovation, food makers raise prices"
4684,pinterest prepares for early 2019 ipo
4685,d.c. attorney general files privacy suit against facebook
4686,home sales post steepest decline in over seven years
4687,u.s. sanctions russian intelligence agents over attacks
4688,"micron cuts plans for spending, chip production"
4689,it's been a rout': apple's iphones fall flat in world's largest untapped market
4690,cbs shifts to hunt for next ceo
4691,softbank's biggest backers balk at planned $16 billion acquisition of wework
4692,gymboree shops for bankruptcy financing as it prepares filing
4693,u.s. jobless claims rose last week
4694,ad agency ceo calls on marketers to take collective stand against facebook
4695,usda gives food makers until 2022 to label products with gmos
4696,juul looks to marlboro maker for more sway in washington
4697,treasury secretary says market has overreacted to fed
4698,"fed raises rates, but signals slightly milder path of future increases"
4699,"powell's bet: the data is right, the market is wrong"
4700,"apple infringed on qualcomm patent, german court rules"
4701,nike strides to strong sales growth
4702,just unbearable.' booming job market can't fill the retirement shortfall
4703,marlboro maker nears deal that values juul at $38 billion
4704,court questions law that underpins trump's trade policy
4705,"pfizer, glaxo strike deal to put focus on prescription drugs"
4706,i thought i was done for': tight job market opens doors for ex-convicts
4707,neil young launches subscription streaming service
4708,u.s. durable goods orders grew in november
4709,shoppers find out how much they miss toys 'r' us
4710,u.s. third-quarter gdp growth revised down to 3.4%
4711,how to govern the unicorns
4712,inflation fell below fed's target in november
4713,campbell names clouse new ceo
4714,some global banks break ties with huawei technologies
4715,"consumers on firm footing, businesses wary as 2019 nears"
4716,gatwick incident raises questions over race to commercialize drones
4717,juul's millionaires: how $2 billion from altria is being divvied up
4718,u.s. grants iraq sanctions relief in bid to boost business deals
4719,airlines' boarding changes reward higher-paying travelers
4720,u.s. consumer sentiment rises in december
4721,hna in talks to sell ingram micro to apollo global
4722,chat startup discord tops $2 billion valuation
4723,major u.k. airport still shut after drones are used to disrupt travel
4724,federal judge won't block cvs-aetna integration
4725,jd.com founder liu won't face charges in sexual assault case
4726,what amazon isn't telling investors about its revenue
4727,"u.s. r&d agenda needs a shake-up, scientists say"
4728,japan finally concedes its crazy low prices can't be beat
4729,gatwick resumes flights once again after drone scare
4730,u.s. details plan to lower japanese trade barriers
4731,government shuts down over border wall funding
4732,jd.com founder faces backlash at home
4733,"ceo behind tinder, okcupid on the future of online dating"
4734,how fortnite triggered an unwinnable war between parents and their boys
4735,"in the stock market, it's a dog-eat-dow world"
4736,aquaman' tops start of hollywood's busiest movie week
4737,"sears workers' chaotic, heartbreaking last christmas"
4738,shutdown to stretch into next week as senate adjourns without a deal
4739,"weaving magic unravels in woolrich, pa."
4740,jd.com founder isn't charged with rape but faces backlash at home
4741,why your next home might not need any energy at all
4742,"trump won't try to fire fed chairman, treasury secretary says"
4743,"climate change drives fish into new waters, remaking an industry"
4744,trump administration warns shutdown could last into january
4745,akzo nobel spinoff nouryon seeks price rises to offset higher raw material costs
4746,nissan board rejects renault request for shareholder meeting
4747,cuny coders hope to fill amazon's queens headquarters
4748,facebook's lonely conservative takes on a power position
4749,"huawei had a deal to give washington redskins fans free wi-fi, until the government stepped in"
4750,"one year later, benefits from corporate tax cut seem muted"
4751,canada cools its housing market---but frustrates home buyers
4752,department store of the future gets a radical makeover
4753,retailers wrapping up holidays with cheer
4754,nissan ceo says board majority rejected renault request for shareholder meeting
4755,trump's advisers seek to assure investors he won't fire fed chair
4756,got junk? self-storage investors hope so
4757,maintenance lapse is flagged as initial problem leading to lion air crash
4758,how tariffs could trickle down to your kitchen remodel
4759,china's car slump leaves foreign auto makers with idle factories
4760,shutdown continues as trump pushes for border-wall funding
4761,trump says the fed is 'the only problem our economy has'
4762,u.s. farmers fear lucrative japanese exports will wither
4763,trump's volatility adds to stock-market selling pressure
4764,blue apron links with dieters in comeback effort
4765,four new voters to join fed's key panel amid rate-increase uncertainty
4766,how huawei took over the world
4767,home-price growth kept pace in october
4768,trump didn't kill the global trade system. he split it in two.
4769,holiday retail sales are strongest in years
4770,"powell is '100% safe' at fed, trump economic adviser says"
4771,nissan's greg kelly released from tokyo jail on bail
4772,u.s. holiday retail sales are strongest in years
4773,"'black panther,' 'avengers' top record 2018 box office"
4774,miners say they dig artificial intelligence but the gold rush hasn't come
4775,trump says mexico will pay for the wall but some trade experts aren't convinced
4776,china's jd.com plans $1 billion share buyback
4777,"In Booming Oil Field, Natural Gas Can Be Free"
4778,McDonald's Bets on Breakfast---Again
4779,The Hidden System That Explains How Your Doctor Makes Referrals
4780,A Chill From Beijing Buffets China's Tech Sector
4781,U.S. Consumer Confidence Fades in December
4782,U.S. Jobless Claims Fell Last Week
4783,Markets Are Already Volatile. A Long Shutdown Could Make It Worse.
4784,Partial Government Shutdown Likely to Stretch Into January
4785,Sen. Johnny Isakson Called FBI on Behalf of MiMedx Group
4786,Beleaguered JD.com Plans Revamp
4787,There's a Better Way to Pick MVPs
4788,Commerce Department Won't Publish Data During Shutdown
4789,"To Beat the Trade War, Companies Get Creative Breaking the Rules"
4790,From Tardy to On Time: Spirit Airlines Tries to Shed Old Image
4791,"Former AmEx Boss Chenault Leaving IBM, P&G Boards"
4792,"Tesla Adds Ellison, Musk's 'Close Friend,' to Board"
4793,Toy Sellers Fall Short Without Toys 'R' Us in Critical Season
4794,Dell Returns to Public Stock Markets
4795,"The Last 747: Airlines Dump the Jumbo Jet, Transforming International Travel"
4796,"Chinese Gene-Editing Trial Loses Track of Patients, Alarming Technology's Inventors"
4797,U.S. Economy Fuels Boom in Consumer Debt
4798,Pending Home Sales Fell in November
4799,North Korea Built an Alternative Financial System Using a Shadowy Network of Traders
4800,Edward Lampert Makes Last-Minute Bid to Save Sears
4801,"Remember Priceline? After a Comeback and a Name Change, It's Betting Big on China"
4802,"Swamped With Inventory, U.S. Companies Turn to 'Mobile Storage'"
4803,"A $150,000 Small Business Loan---From an App"
4804,Retraining Programs Fall Short for Some Workers
4805,Retail Report Card for 2018: From Walmart to Tiffany's
4806,Amazon Plans to Add Whole Foods Stores
4807,"Tribune Publishing Fights Cyberattack, Resumes On-Time Deliveries"
4808,Tech That Will Change Your Life in 2019
4809,U.S. Presses China on Trade Proposals
4810,'Aquaman' Continues Box-Office Reign as 'Vice' Sputters
4811,Not Just NIMBYism: Amazon's HQ2 Opponents Dig In for Long Fight
4812,Looking for an Alternative to College? U.S. Studies German Apprenticeships
4813,Huawei Rivals Nokia and Ericsson Struggle to Capitalize on U.S. Scrutiny
4814,'Stop Robocalling Me!'; 'I Didn't!'
4815,Counterdrone Technologies Face Slow Ramp-Up at Airports Globally
4816,Miners Cut Back in Largest U.S. Coal Region
4817,Democrats Aim to End Shutdown by Carving Out Wall Fight
4818,U.S. Economy Fuels Boom in Consumer Debt
4819,Mulvaney's Motto in the White House: 'Quiet Competence'
4820,"Activision Blizzard Puts Financial Chief on Paid Leave, Intends to Fire Him"
4821,"Amazon, to Win in Booming Rural India, Reinvents Itself"
4822,"Listen Up, This Podcast Will Just Take a Minute"
4823,Drugmakers Raise Prices on Hundreds of Medicines
4824,Amazon's HQ2 Near D.C. Widens Battle for Tech-Savvy Vets
4825,Trump's Tech Battle With China Roils Bill Gates Nuclear Venture
4826,Netflix Hires Activision Blizzard CFO
4827,Individual Investors Try Not to Panic Over Big Market Gyrations
4828,"As Government Shutdown Continues, Workers' Worries---and Bills---Grow"
4829,"To Woo Millennials, Atlanta Considers Covering Highways With Parks"
4830,Equifax Is Back in Washington's Crosshairs
4831,EU's Trade Surplus With the U.S. Poses Risk to 2018 Tariff Truce
4832,"Chesapeake Energy, Fracking Pioneer, Bet on Oil. Then Prices Plunged"
4833,Regulator Examines Railroads' Use of Late Fees
4834,chicago drug trafficker testifies against el chapo at trial
4835,carnegie hero fund honors 18 for acts of selfless courage
4836,georgia man convicted of child rape caught in bahamas
4837,russian businessman to stay in jail pending laundering trial
4838,un urges ‘violence-free environment’ for congo elections
4839,man gets 357 years for 1995 sex assaults of 4 roommates
4840,new kentucky lawmakers watch pension debate from sidelines
4841,authorities: worker dies after falling down elevator shaft
4842,un: south sudan still fragile but there’s a chance for peace
4843,"police: man sets girlfriend, himself on fire at coffee shop"
4844,attorney: deadly hotel freezer could lock someone inside
4845,hungary: opposition vows renewed protests after holiday lull
4846,us reverses policy on migrant children’s sponsors
4847,officials baffled by large migrant groups at remote crossing
4848,nevada becomes 1st us state with female-majority legislature
4849,"report: texas senator denies sexting, but won’t say who did"
4850,lawmakers call for probe into guatemalan child’s death
4851,arizona man gets 12 years in prison in ny islamic state case
4852,cuba eliminates gay marriage language from new constitution
4853,"texas ag, universities face suit over israel boycott law"
4854,feds: ex-zookeeper offered cash from tiger sales for hit
4855,ethics panel clears rep. grijalva in payment to ex-staffer
4856,air base worker charged with making threats; many guns found
4857,attorney: man at center of ballot controversy broke no laws
4858,"seemingly close to redemption, flynn has to wait some more"
4859,"4 takeaways after judge lambasts flynn, postpones sentencing"
4860,st. louis police searching for woman’s stolen tiny home
4861,"booze cruise battle: booted from nyc dock, owner sees racism"
4862,california to pay $3m over death of teen holding pellet gun
4863,judge lifts order blocking houston firefighter pay measure
4864,"wetlands, lakes would lose protections under michigan bill"
4865,kentucky house of representatives called into session by governor adjourns without passing pension bill
4866,germany arrests russian suspected of breaching arms embargo
4867,chechen critic fears for his life as he faces deportation
4868,uk to unveil post-brexit immigration plan amid business fear
4869,"charity says yemenis face ‘double threat’ of cold, hunger"
4870,human rights court rules against greece in sharia law case
4871,trump says he’s eager to sign sweeping criminal justice bill
4872,south africa group: warrant issued for grace mugabe’s arrest
4873,"south sudan security forces strip, rob peace deal monitors"
4874,pope accepts resignation of la bishop accused of misconduct
4875,police: attentive student stops school shooting plot
4876,no attempts at forming a new government this year in sweden
4877,israeli leader calls on un to condemn hezbollah over tunnels
4878,poland says 11 sailors kidnapped off nigeria are now free
4879,us links ex-serb police general with killing of 3 americans
4880,russian security agency kills suspected is cell members
4881,poetry readers were in the mood for ‘kindness’ in 2018
4882,former merkel rival hints at interest in german govt job
4883,poll: russians increasingly nostalgic for ussr
4884,texas teen gets 12 years in prison for stabbing classmate
4885,"prosecutor drops charges against handcuffed, beaten man"
4886,der spiegel says star reporter perpetrated years-long fraud
4887,wrongful conviction doppelganger case settled for $1.1m
4888,uk opposition leader denies calling pm may ‘stupid woman’
4889,"finial swiped from conservatory dome returned, gift wrapped"
4890,poland signs 20-year deal to buy natural gas from the us
4891,ex-caretaker of bone-strewn cemetery appears in court
4892,un food program announces service cuts to palestinians
4893,inmate in hot water: police find escapee soaking in hot tub
4894,"lithuania detains russian, lithuanians in suspected spy ring"
4895,ex-bosnian army commander pleads not guilty
4896,trump suggests us troops no longer needed in syria
4897,panel explains ruling on proposed indiana abortion clinic
4898,n. carolina school bus crash injuring 13 yields more charges
4899,"430,000 flee cameroon’s restive anglophone areas, says group"
4900,rallies banned in congo’s capital city days before elections
4901,tennessee gov to decide on senate bid after leaving office
4902,official: ukraine plans another naval foray into sea of azov
4903,trump lashes out over foundation shutdown
4904,searches fail to locate missing passenger on cruise ship
4905,kosovo assures nato of transparency in army transformation
4906,mississippi sheriff arrested on a dozen felony charges
4907,mother charged in death of kid killed by train in california
4908,florida man dupes texas school district into sending him $2m
4909,"report: inhumane killings, injuries at puerto rico’s zoo"
4910,brazil faith healer tried to withdraw millions before arrest
4911,new orleans schools expected to allow bulletproof backpacks
4912,late yugoslav leader tito gets monument in montenegro
4913,medical emergency led to crash into base security barrier
4914,stepfather of slain girl sentenced to prison for child porn
4915,"florida deputy kills 3 relatives, then himself"
4916,un general assembly endorses global migration accord
4917,police raid home of brazil’s science and technology minster
4918,o’rourke’s liberal credentials questioned as he eyes 2020
4919,new york city police using firearms at lowest rate on record
4920,judge blocks restrictions on who can apply for asylum
4921,police recover woman’s stolen tiny home near st. louis
4922,"autopsy: tumor, not ambulance crash, caused toddler’s death"
4923,report: storm-hit puerto rico lost 130k people in past year
4924,nyc-area estate of 1st us self-made female millionaire sold
4925,michigan legislature races clock to finish lame-duck session
4926,kentucky man pleads guilty to killing police officer
4927,4 now charged in quadruple slaying in philadelphia basement
4928,mexico: 3 arrested in killing of young migrants in tijuana
4929,"man shoots estranged wife, self at girl’s birthday party"
4930,brazilian judge’s ruling could mean lula’s release
4931,jurors at el chapo trial hear tape of him making drug deal
4932,tribal officials in new mexico mark return of cultural items
4933,judge to give verdict in police cover-up trial in january
4934,texas deputies rescue man on fire from burning vehicle
4935,missouri begins to process toward medical marijuana
4936,kentucky man pleads not guilty in triple slaying
4937,"woman suspected in armed robbery shot, killed by police"
4938,princeton sued over allegedly stolen historic manuscripts
4939,senate unanimously votes to make lynching a federal crime
4940,apnewsbreak: baby shot in face in new mexico is in a coma
4941,"campus shooting probe shows missed report, strained police"
4942,"kasich vetoes gun bill, bars gender identity discrimination"
4943,north carolina voter id law finalized with veto override
4944,north carolina officials sought to charge ballot operative
4945,"virginia intersection overrun with cats, deemed a ‘hazard’"
4946,"9 men charged with baiting, abusing black bears in florida"
4947,"michigan professor accused of sexual misconduct, on leave"
4948,"parents punished girl by waterboarding 3 times, charges say"
4949,illinois investigation finds 500 more clergy abuse cases
4950,black leaders forged alliance with trump on sentencing deal
4951,2 more moderate kansas gop legislators defect to democrats
4952,"arizona inmate sentenced for mailed threats to obama, lynch"
4953,gop leaders weigh protecting trump from primary challenge
4954,activists focusing on alabama officials after mall shooting
4955,woman charged with using drone for prison tobacco delivery
4956,q&a: what’s in the criminal justice bill – and what isn’t
4957,shutdown threat recedes as trump softens stance on wall
4958,largest t. rex skeleton has new display at chicago museum
4959,highlights of the criminal justice overhaul bill
4960,us proposes sale of patriot missile system to turkey
4961,madagascar begins voting in runoff presidential election
4962,funding government without border wall appears back on table
4963,"judge’s rebuke of flynn upends sentencing, prolongs case"
4964,"in farewell, ryan sees solutions if ‘politics will allow it’"
4965,"children as young as 10 fight, kill and die in yemen’s war"
4966,yemeni mom wins fight to fly to us to give dying son kiss
4967,"children fight, kill and die in yemen’s civil war"
4968,ap photos: turkey’s whirling dervishes honor sufi poet
4969,maryland man exonerated of murder after 27 years in prison
4970,elections in the time of ebola: congo to vote amid disease
4971,florida’s us sen. marco rubio seeks pardon for groveland 4
4972,swedish tv: witness in killings of un experts poisoned
4973,belgian king consults party leaders after pm offers to quit
4974,lines at top french airport as protesting police slow down
4975,police: would-be robber killed by oklahoma pharmacy worker
4976,man charged after train deaths of 2 chicago police officers
4977,nicaragua expels outside experts probing protest deaths
4978,australian leader scott morrison visits troops in iraq
4979,"school resumes, 6 days after a shooting in indiana"
4980,los angeles teachers union sets january strike date
4981,un reports ‘alarming’ trends in drug trafficking in africa
4982,terror convict to challenge france’s house arrest measures
4983,security increased at germany’s stuttgart airport
4984,german reporter stripped of cnn awards over fraud
4985,thousands protest economic hardship in sudan
4986,"spain finds 11 dead migrants, 33 rescued from boat"
4987,trump thanks albania for expelling iranian diplomats
4988,egypt acquits 43 ngo workers on illegal funding charges
4989,"iran blames us, israel after albania expels diplomats"
4990,wounded police officer returns home after months of rehab
4991,9th person killed in continuing french yellow vest protests
4992,romania government faces censure vote over judicial overhaul
4993,jailed catalan separatists end their hunger strike
4994,egypt says it killed 8 militants who planned holiday attacks
4995,mother: slain teens had fled suspect’s florida home
4996,"albania opposition ends boycott, eggs prime minister"
4997,judge approves deal to close embattled trump foundation
4998,death penalty in play for navy veteran in woman’s death
4999,walgreens employee fatally shoots man after photos dispute
5000,turkey’s president criticizes us sanctions on iran
5001,german court overturns rwandan’s war crimes conviction
5002,dc passes bill to use 100 percent renewable energy by 2032
5003,zimbabwe says ‘no need’ to extradite former first lady
5004,un report finds women migrants in libya often face gang rape
5005,"former prosecutor gets night in jail after crash, cover-up"
5006,"2 charged in torture of wisconsin girl who was hit, burned"
5007,"police: man sneaks into walmart shopper’s car, robs driver"
5008,germany: amazon sends alexa recordings to wrong user
5009,"amid police turmoil, baltimore reaches 300 homicides again"
5010,brazil ag seeks corruption charges against president temer
5011,severe weather sweeps through florida; tornadoes spotted
5012,putin welcomes us pullout from syria
5013,roadside weed decorated for christmas sprouts holiday cheer
5014,ap source: whitaker doesn’t need to recuse from russia probe
5015,mexico to let migrants remain while us asylum claims proceed
5016,review: iowa transparency board violated open meetings law
5017,trump urges serbia to make ‘historic’ deal with kosovo
5018,orthodox believers rally to protest ukraine parliament vote
5019,rome police search for twins after mother found in tiber
5020,spain court grants $1.7 billion compensation for oil spill
5021,university student accused of poisoning roommate
5022,"connecticut governor exits unpopular at home, star elsewhere"
5023,"trump foil, retiring gop sen. corker: ‘no idea’ what’s next"
5024,kosovo man charged with joining terror groups
5025,"peter masterson, actor, writer and filmmaker, dead at 84"
5026,house panel finds olympic leaders valued image over safety
5027,michigan legislature races clock before gop governor leaves
5028,"congo delays presidential vote until dec. 30, citing fire"
5029,feds irked over lack of access to limo in fatal wreck
5030,alabama police department blames crime on rejection of god
5031,democrats to start presidential primary debates in june 2019
5032,"retiring sen. corker, a trump foil, has no idea what’s next"
5033,lawsuit: miss america leaders illegally took over pageant
5034,coast guard responds to plane’s distress call off florida
5035,romania: ex-minister’s graft sentence suspended
5036,house intelligence panel sending stone transcript to mueller
5037,2 little pigs ‘pardoned’ ahead of miami christmas eve feasts
5038,correction: florida bear abuse story
5039,us self-defense airstrikes in somalia kill 11 al-shabab
5040,prosecutor opposes reduced bond in mall shooting case
5041,israel begins destruction of hezbollah tunnels
5042,millions raised for border wall on veteran’s gofundme page
5043,"blood, bodies, chaos: officers describe school massacre"
5044,man says he found gun that led chicago cops to train tracks
5045,funeral services set for 5 children killed in fire at home
5046,fire officials: no survivors in atlanta crash of small plane
5047,"mexican police find guns, 6,000 rounds in american’s truck"
5048,ap photos: 2018’s best from latin america and caribbean
5049,jones denies knowledge of russian-style online effort
5050,lawyer: man in california train stabbing unfit for trial
5051,lawsuit: catholic church suppressed abuse reports in georgia
5052,"police: suspect in custody shot, killed inside headquarters"
5053,judge: no evidence of conspiracy to assault late inmate
5054,"salvadoran seeks sanctuary, 9 miles from white house"
5055,pediatrician admits to assaulting dozens of young patients
5056,"report: distributors, dea failed to abate us opioid crisis"
5057,accused dea agent weeps at hearing on his freedom
5058,family sues over police shooting of distressed kansas woman
5059,judge rules in favor of buzzfeed in trump dossier lawsuit
5060,macedonia panel adds greek reciprocity clause to name deal
5061,no bail for us woman charged with aiding islamic state group
5062,florida election officials prepare to register former felons
5063,police charge brazilian spiritual healer
5064,woman charged with sex assault of child in texas
5065,judge lets people suing trump keep their names off lawsuit
5066,trial set for engineer charged in amtrak crash that killed 8
5067,alabama asks supreme court to review abortion ruling
5068,new la sheriff says will remove immigration agents from jail
5069,well-known strip club loses license while 100s lose jobs
5070,"ny mayor supports legalizing marijuana, if it’s done right"
5071,ex-southern baptist leader indicted on sexual abuse of teen
5072,"virginia police id robbery suspect shot, killed by officer"
5073,los angeles-area freeway named for barack obama
5074,trump says defense secretary mattis will retire in february
5075,california ceo imprisoned for smuggling gun parts to syria
5076,annapolis planning memorial to 5 slain in newspaper shooting
5077,slain student’s family says university failed to protect her
5078,top mississippi state lawmaker charged with 2nd offense dui
5079,ex-senate staffer gets 2 months behind bars for lying to fbi
5080,otto warmbier parents seeks over $1b from north korea
5081,florida’s desantis wants pardon review for groveland 4
5082,chicago archbishop to have leading role in sex abuse reforms
5083,police: argument over snoring leads to stabbing at motel
5084,female mormon missionaries have option to wear dress slacks
5085,topless ban: judge allows beach resort ban to stand for now
5086,georgia gop candidate who drove ‘deportation bus’ indicted
5087,ex-illinois judge gets year in prison for mortgage fraud
5088,minnesota man charged in fatal stabbing of woman in 1991
5089,"family of man stunned by police gets $750,000 settlement"
5090,"senate approves bill to fund government through feb. 8, key step to avert partial federal shutdown"
5091,bluegrass blitz: how mcconnell was sold on sentencing reform
5092,police to announce wisconsin explosion investigation results
5093,apnewsbreak: 4 faced scrutiny before arrest in tibbetts case
5094,trump on verge of giving up best chance to secure wall money
5095,trump pulling out of syria. might afghanistan be next?
5096,‘my baby’s been shot!’ chaotic scene at shooting of infant
5097,waffle house shooting suspect sent delusional text messages
5098,the mediterranean’s deadliest shipwreck just got deadlier
5099,hunt for names in deadly migrant shipwreck yields more dead
5100,"ap photos: migrant families wait, torn between hope, grief"
5101,"overstretched, protesting french police win pay boost"
5102,denmark premier: morocco tourist killings ‘act of terror’
5103,trump’s decision to withdraw from syria rattles local allies
5104,2 gbi workers resign after taking photo with dismembered man
5105,"3 killed, 1 hurt in plane crash near georgia airport"
5106,jewish museum shooting suspect appears in belgian court
5107,appeals court knocks down rulings in iraqi deportation case
5108,un envoy: more work needed on syria constitutional committee
5109,pope to priestly sex abusers: turn yourselves in
5110,german court decides against trying alleged nazi camp guard
5111,nato aware of reports about us troop cuts in afghanistan
5112,germany says it wasn’t consulted on us withdrawal from syria
5113,belgian media: king asks michel to lead caretaker cabinet
5114,lockerbie bombing victims remembered on 30th anniversary
5115,"polish statue, subject of international flap, won’t be moved"
5116,power restored after outage disrupts amtrak service
5117,"dutch convoy sets off for greece, hoping to pick up migrants"
5118,romania tax authorities to auction off ceausescu car
5119,charlie hebdo attack suspect arrested
5120,denmark charges man for plotting terror attack
5121,ap-norc poll: nearly 6 in 10 say trump impeded russia probe
5122,israeli army says palestinian killed at west bank roadblock
5123,2 people found with gunshot wounds in austrian capital
5124,video of fight in high school bathroom spreads online
5125,arrest warrant issued for man who entered west virginia mine
5126,sheriff: dead children found buried behind georgia home
5127,serbia not as optimistic as trump over deal with kosovo
5128,symphonic touches give new spin to old carpenters records
5129,"congo opposition candidate accepts election delay, for now"
5130,girl accused in fatal stabbing at school competent for trial
5131,opposition leader attack whips serbia political tensions
5132,trump call with turkish leader led to us pullout from syria
5133,"dutch convoy sets off for greece, hoping to help migrants"
5134,ohio bracing for showdown over latest abortion restrictions
5135,family of florida woman slain in costa rica files lawsuit
5136,"4-year-old girl, young woman die in house fire, 3 injured"
5137,man who won lottery twice arrested on drug charges
5138,us aircraft carrier enters persian gulf after long absence
5139,russian court calls for kremlin critic browder’s extradition
5140,"in the land of jaws, a real-life shark debate"
5141,colorado police arrest fiance of woman who disappeared
5142,police: naked man tears down neighbor’s holiday decorations
5143,tennessee police department involved in fatal shooting
5144,n. carolina sheriff says he was paid $1 in first weeks
5145,anchor fired for race comments gets new broadcasting job
5146,flint students getting laptops thanks to musk foundation
5147,detective: woman convicted as teen shouldn’t get clemency
5148,indiana man gets 80 years in prison for girl’s 1988 killing
5149,north carolina official had asked feds to act in voting case
5150,$2.35m settlement reached in death after fraternity hazing
5151,uk defense chief takes black sea ride on ukrainian gunboat
5152,"yemen says rebels breached truce in port city, killing 4"
5153,justice ginsburg has surgery to remove cancerous growths
5154,"2 rescued, 1 missing in lake michigan amid high waves"
5155,charity pays off house of utah mayor killed in afghanistan
5156,assailants leave severed head outside mexican news office
5157,‘fatal vision’ doctor again denied new trial in ’70 slayings
5158,north carolina’s top court: legislators can confirm cabinet
5159,court won’t intervene in strip club closure before christmas
5160,priest named in pennsylvania church sex abuse probe jailed
5161,aclu sues louisiana library over drag queen story hour ban
5162,trump signs sweeping criminal justice bill
5163,officer uses patrol car to stop sleepy wrong-way driver
5164,un to vote on monitors to observe cease-fire in yemen port
5165,bishops won’t discuss clergy abuse report at retreat
5166,michigan legislature spares most wetlands in lame-duck bill
5167,protesters in hungary reject orban’s nationalist government
5168,anglican liaison at vatican out after sex misconduct charge
5169,a border wall by any other name … is steel slats?
5170,osce confirms massive human rights violations in chechnya
5171,dancing fbi agent who shot man at denver bar pleads guilty
5172,new asylum policy could invite more illegal border crossings
5173,police hope sketch by confessed killer will help id victim
5174,man charged with threatening parkland survivor’s mother
5175,us envoy urges independent probe of german reporter’s fraud
5176,high school wrestler told to cut dreadlocks or lose bout
5177,st. louis man accused of 9 killings; death penalty sought
5178,girl fights leukemia with christmas wishes from thousands
5179,hearing scheduled for embattled florida elections official
5180,mattis resignation letter lays out challenges for successor
5181,not clear how us would get money from border wall fundraiser
5182,mississippi lawmaker apologizes after his latest dui arrest
5183,"la water main break submerges cars, forces people to flee"
5184,us report finds no direct foreign interference in 2018 vote
5185,ap photos: editor selections from the past week in asia
5186,nbc10 watchers in philadelphia area getting black screens
5187,un council to vote on monitors for truce at key yemen port
5188,mexico appears willing but unready to hold us refugees
5189,"ap photos: editor selections from latin america, caribbean"
5190,michigan gop lawmakers pass bills before dem governor starts
5191,insurance giants bankroll group that pushes private medicare
5192,funerals a day apart for chicago officers killed by train
5193,"after year of the woman, 2020 buzz so far focuses on the men"
5194,trump’s demand for wall pushes government closer to shutdown
5195,mattis resigning as pentagon chief after trump disagreements
5196,syria exit has pentagon scrambling amid withdrawal outrage
5197,‘the toughest year’: us immigration changes dominated 2018
5198,"hold up, beyonce did not release new music"
5199,german intel chief to step up efforts against far right
5200,"train slams into bus in serbia; 3 killed, 22 injured"
5201,"in congo, will president’s chosen successor have real power?"
5202,norway says murder video from morocco is likely authentic
5203,iraq receives 90-day extension to iran sanctions waiver
5204,denmark requires new citizens to shake hands at ceremony
5205,police: florida officer fatally shoots man armed with knife
5206,authorities: assaulted inmate who was on life support dies
5207,police: california murder suspect admits to 2 texas slayings
5208,teen charged with arson after fire destroyed mayor’s house
5209,man climbs national christmas tree near white house
5210,4 stowaways arrested as ship incident resolved in england
5211,"iran says us presence in syria damaged peace, security"
5212,ap photos: happy holidays? not in zimbabwe’s economic crisis
5213,russia shuts down soviet-built nuclear reactor
5214,palestinians bury 4 killed in gaza protests
5215,south african musician plays guitar during brain surgery
5216,pope’s expands efforts to help needy with health station
5217,"sudan protests resume for 4th day over prices, shortages"
5218,colorful cast of cooperators put the heat on el chapo
5219,9 russian miners trapped by salt mine fire
5220,official: strasbourg market gunman pledged allegiance to is
5221,granddaughter works to save barry goldwater photo collection
